programa,rango_ingreso,graduados,porcentaje
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO DE INTERIORES,Entre 6 y 9 SMMLV,2,15.38
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO Y ADMINISTRACION DE OBRA,"Entre 1 y 1,5 SMMLV",8,40.0
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO Y ADMINISTRACION DE OBRA,"Entre 1,5 y 2,5 SMMLV",7,35.0
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO Y ADMINISTRACION DE OBRA,"Entre 2,5 y 4 SMMLV",3,15.0
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO Y ADMINISTRACION DE OBRA,1 SMMLV,1,5.0
TECNICA PROFESIONAL EN DISEÑO ARQUITECTONICO Y ADMINISTRACION DE OBRA,Entre 6 y 9 SMMLV,1,5.0
TECNICA PROFESIONAL EN DISEÑO ASISTIDO POR COMPUTADOR,"Entre 1 y 1,5 SMMLV",3,60.0
TECNICA PROFESIONAL EN DISEÑO ASISTIDO POR COMPUTADOR,"Entre 1,5 y 2,5 SMMLV",2,40.0
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,"Entre 1 y 1,5 SMMLV",15,31.25
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,"Entre 2,5 y 4 SMMLV",11,22.92
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,1 SMMLV,10,20.83
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,"Entre 1,5 y 2,5 SMMLV",7,14.58
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,Entre 4 y 6 SMMLV,4,8.33
TECNICA PROFESIONAL EN DISEÑO DE ALTA COSTURA,Más de 9 SMMLV,1,2.08
TECNICA PROFESIONAL EN DISEÑO DE ARTES GRAFICAS,"Entre 1 y 1,5 SMMLV",2,66.67
TECNICA PROFESIONAL EN DISEÑO DE ARTES GRAFICAS,1 SMMLV,1,33.33
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,"Entre 1 y 1,5 SMMLV",28,34.57
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,"Entre 1,5 y 2,5 SMMLV",22,27.16
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,"Entre 2,5 y 4 SMMLV",11,13.58
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,1 SMMLV,8,9.88
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,Entre 6 y 9 SMMLV,7,8.64
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,Entre 4 y 6 SMMLV,3,3.7
TECNICA PROFESIONAL EN DISEÑO DE INTERIORES,Más de 9 SMMLV,2,2.47
TECNICA PROFESIONAL EN DISEÑO DE MAQUINAS,"Entre 1,5 y 2,5 SMMLV",16,38.1
TECNICA PROFESIONAL EN DISEÑO DE MAQUINAS,"Entre 1 y 1,5 SMMLV",11,26.19
TECNICA PROFESIONAL EN DISEÑO DE MAQUINAS,"Entre 2,5 y 4 SMMLV",10,23.81
TECNICA PROFESIONAL EN DISEÑO DE MAQUINAS,1 SMMLV,3,7.14
TECNICA PROFESIONAL EN DISEÑO DE MAQUINAS,Entre 4 y 6 SMMLV,2,4.76
TECNICA PROFESIONAL EN DISEÑO DE MODA Y PATRONAJE,"Entre 1 y 1,5 SMMLV",6,75.0
TECNICA PROFESIONAL EN DISEÑO DE MODA Y PATRONAJE,1 SMMLV,1,12.5
TECNICA PROFESIONAL EN DISEÑO DE MODA Y PATRONAJE,"Entre 1,5 y 2,5 SMMLV",1,12.5
TECNICA PROFESIONAL EN DISEÑO DE MODAS,"Entre 1 y 1,5 SMMLV",59,53.15
TECNICA PROFESIONAL EN DISEÑO DE MODAS,"Entre 1,5 y 2,5 SMMLV",21,18.92
TECNICA PROFESIONAL EN DISEÑO DE MODAS,1 SMMLV,13,11.71
TECNICA PROFESIONAL EN DISEÑO DE MODAS,"Entre 2,5 y 4 SMMLV",10,9.01
TECNICA PROFESIONAL EN DISEÑO DE MODAS,Entre 4 y 6 SMMLV,7,6.31
TECNICA PROFESIONAL EN DISEÑO DE MODAS,Más de 9 SMMLV,1,0.9
TECNICA PROFESIONAL EN DISEÑO DE MODAS CON ENFOQUE INDUSTRIAL,"Entre 1 y 1,5 SMMLV",18,56.25
TECNICA PROFESIONAL EN DISEÑO DE MODAS CON ENFOQUE INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",8,25.0
TECNICA PROFESIONAL EN DISEÑO DE MODAS CON ENFOQUE INDUSTRIAL,1 SMMLV,5,15.62
TECNICA PROFESIONAL EN DISEÑO DE MODAS CON ENFOQUE INDUSTRIAL,"Entre 2,5 y 4 SMMLV",1,3.12
"TECNICA PROFESIONAL EN DISEÑO DE MODAS,TEXTILES Y ACCESORIOS","Entre 1 y 1,5 SMMLV",19,86.36
"TECNICA PROFESIONAL EN DISEÑO DE MODAS,TEXTILES Y ACCESORIOS",1 SMMLV,1,4.55
"TECNICA PROFESIONAL EN DISEÑO DE MODAS,TEXTILES Y ACCESORIOS","Entre 1,5 y 2,5 SMMLV",1,4.55
"TECNICA PROFESIONAL EN DISEÑO DE MODAS,TEXTILES Y ACCESORIOS","Entre 2,5 y 4 SMMLV",1,4.55
TECNICA PROFESIONAL EN DISEÑO DIGITAL,"Entre 1 y 1,5 SMMLV",41,56.16
TECNICA PROFESIONAL EN DISEÑO DIGITAL,"Entre 1,5 y 2,5 SMMLV",16,21.92
TECNICA PROFESIONAL EN DISEÑO DIGITAL,1 SMMLV,7,9.59
TECNICA PROFESIONAL EN DISEÑO DIGITAL,"Entre 2,5 y 4 SMMLV",7,9.59
TECNICA PROFESIONAL EN DISEÑO DIGITAL,Entre 4 y 6 SMMLV,2,2.74
TECNICA PROFESIONAL EN DISEÑO GRAFICO,"Entre 1 y 1,5 SMMLV",478,36.66
TECNICA PROFESIONAL EN DISEÑO GRAFICO,"Entre 1,5 y 2,5 SMMLV",334,25.61
TECNICA PROFESIONAL EN DISEÑO GRAFICO,"Entre 2,5 y 4 SMMLV",192,14.72
TECNICA PROFESIONAL EN DISEÑO GRAFICO,1 SMMLV,148,11.35
TECNICA PROFESIONAL EN DISEÑO GRAFICO,Entre 4 y 6 SMMLV,82,6.29
TECNICA PROFESIONAL EN DISEÑO GRAFICO,Entre 6 y 9 SMMLV,41,3.14
TECNICA PROFESIONAL EN DISEÑO GRAFICO,Más de 9 SMMLV,29,2.22
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,"Entre 1 y 1,5 SMMLV",77,44.25
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,"Entre 1,5 y 2,5 SMMLV",42,24.14
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,"Entre 2,5 y 4 SMMLV",23,13.22
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,1 SMMLV,18,10.34
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,Entre 6 y 9 SMMLV,6,3.45
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,Entre 4 y 6 SMMLV,5,2.87
TECNICA PROFESIONAL EN DISEÑO GRAFICO PUBLICITARIO,Más de 9 SMMLV,3,1.72
TECNICA PROFESIONAL EN DISEÑO INDUSTRIAL,"Entre 1 y 1,5 SMMLV",12,42.86
TECNICA PROFESIONAL EN DISEÑO INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",8,28.57
TECNICA PROFESIONAL EN DISEÑO INDUSTRIAL,"Entre 2,5 y 4 SMMLV",6,21.43
TECNICA PROFESIONAL EN DISEÑO INDUSTRIAL,Entre 6 y 9 SMMLV,2,7.14
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,"Entre 1,5 y 2,5 SMMLV",21,30.88
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,"Entre 1 y 1,5 SMMLV",17,25.0
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,1 SMMLV,12,17.65
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,"Entre 2,5 y 4 SMMLV",9,13.24
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,Entre 4 y 6 SMMLV,5,7.35
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,Entre 6 y 9 SMMLV,2,2.94
TECNICA PROFESIONAL EN DISEÑO PUBLICITARIO,Más de 9 SMMLV,2,2.94
TECNICA PROFESIONAL EN DISEÑO TEXTIL,"Entre 1,5 y 2,5 SMMLV",5,41.67
TECNICA PROFESIONAL EN DISEÑO TEXTIL,"Entre 1 y 1,5 SMMLV",2,16.67
TECNICA PROFESIONAL EN DISEÑO TEXTIL,"Entre 2,5 y 4 SMMLV",2,16.67
TECNICA PROFESIONAL EN DISEÑO TEXTIL,Entre 4 y 6 SMMLV,2,16.67
TECNICA PROFESIONAL EN DISEÑO TEXTIL,Entre 6 y 9 SMMLV,1,8.33
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODA,"Entre 1 y 1,5 SMMLV",11,57.89
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODA,"Entre 1,5 y 2,5 SMMLV",4,21.05
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODA,"Entre 2,5 y 4 SMMLV",2,10.53
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODA,1 SMMLV,1,5.26
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODA,Entre 4 y 6 SMMLV,1,5.26
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,"Entre 1 y 1,5 SMMLV",15,53.57
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,"Entre 1,5 y 2,5 SMMLV",5,17.86
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,1 SMMLV,4,14.29
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,"Entre 2,5 y 4 SMMLV",2,7.14
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,Entre 4 y 6 SMMLV,1,3.57
TECNICA PROFESIONAL EN DISEÑO TEXTIL Y DE MODAS,Entre 6 y 9 SMMLV,1,3.57
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,"Entre 1 y 1,5 SMMLV",26,49.06
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,"Entre 1,5 y 2,5 SMMLV",13,24.53
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,1 SMMLV,8,15.09
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,"Entre 2,5 y 4 SMMLV",4,7.55
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,Entre 4 y 6 SMMLV,1,1.89
TECNICA PROFESIONAL EN DISEÑO Y COMERCIALIZACION DE LA MODA,Entre 6 y 9 SMMLV,1,1.89
TECNICA PROFESIONAL EN DISEÑO Y CONFECCION DE LA MODA,"Entre 1 y 1,5 SMMLV",3,60.0
TECNICA PROFESIONAL EN DISEÑO Y CONFECCION DE LA MODA,1 SMMLV,1,20.0
TECNICA PROFESIONAL EN DISEÑO Y CONFECCION DE LA MODA,"Entre 1,5 y 2,5 SMMLV",1,20.0
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,"Entre 1 y 1,5 SMMLV",39,44.32
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,"Entre 1,5 y 2,5 SMMLV",20,22.73
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,1 SMMLV,11,12.5
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,"Entre 2,5 y 4 SMMLV",10,11.36
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,Entre 4 y 6 SMMLV,4,4.55
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,Entre 6 y 9 SMMLV,2,2.27
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE AMBIENTES,Más de 9 SMMLV,2,2.27
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS ARQUITECTONICOS,"Entre 1 y 1,5 SMMLV",5,55.56
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS ARQUITECTONICOS,1 SMMLV,2,22.22
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS ARQUITECTONICOS,"Entre 1,5 y 2,5 SMMLV",1,11.11
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS ARQUITECTONICOS,Entre 4 y 6 SMMLV,1,11.11
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS Y AMBIENTES,"Entre 1 y 1,5 SMMLV",2,66.67
TECNICA PROFESIONAL EN DISEÑO Y DECORACION DE ESPACIOS Y AMBIENTES,1 SMMLV,1,33.33
TECNICA PROFESIONAL EN DISEÑO Y MANUFACTURA ASISTIDA POR COMPUTADOR,"Entre 1 y 1,5 SMMLV",5,71.43
TECNICA PROFESIONAL EN DISEÑO Y MANUFACTURA ASISTIDA POR COMPUTADOR,"Entre 1,5 y 2,5 SMMLV",1,14.29
TECNICA PROFESIONAL EN DISEÑO Y MANUFACTURA ASISTIDA POR COMPUTADOR,"Entre 2,5 y 4 SMMLV",1,14.29
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE AUDIO Y VIDEO,"Entre 1 y 1,5 SMMLV",52,61.9
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE AUDIO Y VIDEO,1 SMMLV,14,16.67
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE AUDIO Y VIDEO,"Entre 1,5 y 2,5 SMMLV",9,10.71
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE AUDIO Y VIDEO,"Entre 2,5 y 4 SMMLV",9,10.71
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODA,"Entre 1 y 1,5 SMMLV",10,55.56
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODA,"Entre 1,5 y 2,5 SMMLV",4,22.22
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODA,1 SMMLV,2,11.11
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODA,"Entre 2,5 y 4 SMMLV",1,5.56
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODA,Entre 4 y 6 SMMLV,1,5.56
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,"Entre 1 y 1,5 SMMLV",40,59.7
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,"Entre 1,5 y 2,5 SMMLV",10,14.93
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,1 SMMLV,7,10.45
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,"Entre 2,5 y 4 SMMLV",6,8.96
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,Entre 4 y 6 SMMLV,3,4.48
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE MODAS,Entre 6 y 9 SMMLV,1,1.49
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,"Entre 1 y 1,5 SMMLV",20,35.09
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,"Entre 2,5 y 4 SMMLV",11,19.3
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,"Entre 1,5 y 2,5 SMMLV",9,15.79
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,Entre 6 y 9 SMMLV,7,12.28
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,Más de 9 SMMLV,4,7.02
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,1 SMMLV,3,5.26
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION DE TELEVISION,Entre 4 y 6 SMMLV,3,5.26
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,"Entre 1 y 1,5 SMMLV",22,52.38
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,"Entre 1,5 y 2,5 SMMLV",12,28.57
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,1 SMMLV,3,7.14
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,"Entre 2,5 y 4 SMMLV",3,7.14
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,Entre 4 y 6 SMMLV,1,2.38
TECNICA PROFESIONAL EN DISEÑO Y PRODUCCION GRAFICA,Entre 6 y 9 SMMLV,1,2.38
TECNICA PROFESIONAL EN DISTRIBUCION LOGISTICA Y COMERCIAL,"Entre 1 y 1,5 SMMLV",15,46.88
TECNICA PROFESIONAL EN DISTRIBUCION LOGISTICA Y COMERCIAL,1 SMMLV,7,21.88
TECNICA PROFESIONAL EN DISTRIBUCION LOGISTICA Y COMERCIAL,"Entre 1,5 y 2,5 SMMLV",7,21.88
TECNICA PROFESIONAL EN DISTRIBUCION LOGISTICA Y COMERCIAL,"Entre 2,5 y 4 SMMLV",2,6.25
TECNICA PROFESIONAL EN DISTRIBUCION LOGISTICA Y COMERCIAL,Entre 6 y 9 SMMLV,1,3.12
TECNICA PROFESIONAL EN DOCUMENTACION DE PROYECTOS URBANISTICOS,1 SMMLV,1,100.0
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,"Entre 1 y 1,5 SMMLV",14,36.84
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,"Entre 2,5 y 4 SMMLV",13,34.21
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,"Entre 1,5 y 2,5 SMMLV",6,15.79
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,1 SMMLV,3,7.89
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,Entre 4 y 6 SMMLV,1,2.63
TECNICA PROFESIONAL EN EDUCACION PREESCOLAR,Más de 9 SMMLV,1,2.63
TECNICA PROFESIONAL EN EJECUCION DE PROYECTOS CULTURALES,1 SMMLV,3,50.0
TECNICA PROFESIONAL EN EJECUCION DE PROYECTOS CULTURALES,"Entre 1 y 1,5 SMMLV",2,33.33
TECNICA PROFESIONAL EN EJECUCION DE PROYECTOS CULTURALES,"Entre 1,5 y 2,5 SMMLV",1,16.67
TECNICA PROFESIONAL EN ELABORACION DE VESTUARIO Y PATRONAJE,"Entre 1 y 1,5 SMMLV",19,55.88
TECNICA PROFESIONAL EN ELABORACION DE VESTUARIO Y PATRONAJE,"Entre 1,5 y 2,5 SMMLV",7,20.59
TECNICA PROFESIONAL EN ELABORACION DE VESTUARIO Y PATRONAJE,1 SMMLV,6,17.65
TECNICA PROFESIONAL EN ELABORACION DE VESTUARIO Y PATRONAJE,"Entre 2,5 y 4 SMMLV",2,5.88
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",9,40.91
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,"Entre 1 y 1,5 SMMLV",7,31.82
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,"Entre 2,5 y 4 SMMLV",3,13.64
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,1 SMMLV,1,4.55
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,Entre 4 y 6 SMMLV,1,4.55
TECNICA PROFESIONAL EN ELECTRICIDAD INDUSTRIAL,Entre 6 y 9 SMMLV,1,4.55
TECNICA PROFESIONAL EN ELECTROMECANICA,"Entre 1,5 y 2,5 SMMLV",109,30.45
TECNICA PROFESIONAL EN ELECTROMECANICA,"Entre 2,5 y 4 SMMLV",93,25.98
TECNICA PROFESIONAL EN ELECTROMECANICA,"Entre 1 y 1,5 SMMLV",83,23.18
TECNICA PROFESIONAL EN ELECTROMECANICA,Entre 4 y 6 SMMLV,32,8.94
TECNICA PROFESIONAL EN ELECTROMECANICA,1 SMMLV,26,7.26
TECNICA PROFESIONAL EN ELECTROMECANICA,Entre 6 y 9 SMMLV,11,3.07
TECNICA PROFESIONAL EN ELECTROMECANICA,Más de 9 SMMLV,4,1.12
TECNICA PROFESIONAL EN ELECTROMEDICINA,"Entre 1,5 y 2,5 SMMLV",24,27.59
TECNICA PROFESIONAL EN ELECTROMEDICINA,"Entre 1 y 1,5 SMMLV",23,26.44
TECNICA PROFESIONAL EN ELECTROMEDICINA,"Entre 2,5 y 4 SMMLV",11,12.64
TECNICA PROFESIONAL EN ELECTROMEDICINA,Entre 4 y 6 SMMLV,10,11.49
TECNICA PROFESIONAL EN ELECTROMEDICINA,Entre 6 y 9 SMMLV,9,10.34
TECNICA PROFESIONAL EN ELECTROMEDICINA,1 SMMLV,5,5.75
TECNICA PROFESIONAL EN ELECTROMEDICINA,Más de 9 SMMLV,5,5.75
TECNICA PROFESIONAL EN ELECTRONICA,"Entre 1 y 1,5 SMMLV",43,40.57
TECNICA PROFESIONAL EN ELECTRONICA,"Entre 1,5 y 2,5 SMMLV",27,25.47
TECNICA PROFESIONAL EN ELECTRONICA,1 SMMLV,15,14.15
TECNICA PROFESIONAL EN ELECTRONICA,"Entre 2,5 y 4 SMMLV",9,8.49
TECNICA PROFESIONAL EN ELECTRONICA,Entre 4 y 6 SMMLV,6,5.66
TECNICA PROFESIONAL EN ELECTRONICA,Entre 6 y 9 SMMLV,3,2.83
TECNICA PROFESIONAL EN ELECTRONICA,Más de 9 SMMLV,3,2.83
TECNICA PROFESIONAL EN ELECTRONICA DIGITAL,"Entre 1 y 1,5 SMMLV",2,66.67
TECNICA PROFESIONAL EN ELECTRONICA DIGITAL,"Entre 1,5 y 2,5 SMMLV",1,33.33
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,"Entre 1 y 1,5 SMMLV",60,31.25
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,"Entre 2,5 y 4 SMMLV",40,20.83
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",30,15.62
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,1 SMMLV,21,10.94
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,Entre 4 y 6 SMMLV,20,10.42
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,Entre 6 y 9 SMMLV,13,6.77
TECNICA PROFESIONAL EN ELECTRONICA INDUSTRIAL,Más de 9 SMMLV,8,4.17
TECNICA PROFESIONAL EN ELECTRONICA Y COMPUTACION,"Entre 1 y 1,5 SMMLV",2,100.0
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,"Entre 1 y 1,5 SMMLV",73,33.49
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,"Entre 1,5 y 2,5 SMMLV",60,27.52
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,"Entre 2,5 y 4 SMMLV",41,18.81
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,1 SMMLV,18,8.26
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,Entre 4 y 6 SMMLV,16,7.34
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,Entre 6 y 9 SMMLV,5,2.29
TECNICA PROFESIONAL EN ELECTRONICA Y TELECOMUNICACIONES,Más de 9 SMMLV,5,2.29
TECNICA PROFESIONAL EN EMPRENDIMIENTO Y DESARROLLO EMPRESARIAL,"Entre 1 y 1,5 SMMLV",1,100.0
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,"Entre 1 y 1,5 SMMLV",9,40.91
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,"Entre 1,5 y 2,5 SMMLV",5,22.73
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,1 SMMLV,3,13.64
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,"Entre 2,5 y 4 SMMLV",2,9.09
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,Entre 4 y 6 SMMLV,1,4.55
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,Entre 6 y 9 SMMLV,1,4.55
TECNICA PROFESIONAL EN EN MEDIOS DE COMUNICACION,Más de 9 SMMLV,1,4.55
TECNICA PROFESIONAL EN ENFERMERIA,"Entre 1,5 y 2,5 SMMLV",551,43.35
TECNICA PROFESIONAL EN ENFERMERIA,"Entre 2,5 y 4 SMMLV",308,24.23
TECNICA PROFESIONAL EN ENFERMERIA,"Entre 1 y 1,5 SMMLV",306,24.08
TECNICA PROFESIONAL EN ENFERMERIA,1 SMMLV,86,6.77
TECNICA PROFESIONAL EN ENFERMERIA,Entre 4 y 6 SMMLV,12,0.94
TECNICA PROFESIONAL EN ENFERMERIA,Entre 6 y 9 SMMLV,6,0.47
TECNICA PROFESIONAL EN ENFERMERIA,Más de 9 SMMLV,2,0.16
TECNICA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO,"Entre 1 y 1,5 SMMLV",24,40.0
TECNICA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO,1 SMMLV,15,25.0
TECNICA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO,"Entre 1,5 y 2,5 SMMLV",15,25.0
TECNICA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO,"Entre 2,5 y 4 SMMLV",5,8.33
TECNICA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO,Entre 4 y 6 SMMLV,1,1.67
TECNICA PROFESIONAL EN ESTABLECIMIENTO Y APROVECHAMIENTO DE PLANTACIONES FORESTALES,"Entre 1,5 y 2,5 SMMLV",1,100.0
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,"Entre 1 y 1,5 SMMLV",79,52.32
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,1 SMMLV,31,20.53
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,"Entre 1,5 y 2,5 SMMLV",29,19.21
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,"Entre 2,5 y 4 SMMLV",7,4.64
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,Entre 6 y 9 SMMLV,3,1.99
TECNICA PROFESIONAL EN ESTETICA COSMETOLOGICA,Entre 4 y 6 SMMLV,2,1.32
TECNICA PROFESIONAL EN ESTETICA Y COSMETOLOGIA,"Entre 1 y 1,5 SMMLV",4,57.14
TECNICA PROFESIONAL EN ESTETICA Y COSMETOLOGIA,1 SMMLV,2,28.57
TECNICA PROFESIONAL EN ESTETICA Y COSMETOLOGIA,"Entre 2,5 y 4 SMMLV",1,14.29
TECNICA PROFESIONAL EN EXPRESION DIGITAL Y ADAPTACION DE ESPACIOS,"Entre 1 y 1,5 SMMLV",5,41.67
TECNICA PROFESIONAL EN EXPRESION DIGITAL Y ADAPTACION DE ESPACIOS,"Entre 1,5 y 2,5 SMMLV",3,25.0
TECNICA PROFESIONAL EN EXPRESION DIGITAL Y ADAPTACION DE ESPACIOS,"Entre 2,5 y 4 SMMLV",3,25.0
TECNICA PROFESIONAL EN EXPRESION DIGITAL Y ADAPTACION DE ESPACIOS,1 SMMLV,1,8.33
TECNICA PROFESIONAL EN EXPRESION GRAFICA ARQUITECTONICA,1 SMMLV,4,100.0
TECNICA PROFESIONAL EN EXPRESION GRAFICA Y DIGITAL,"Entre 1 y 1,5 SMMLV",9,69.23
